from_id,to_id
person-0178,community-002
person-0178,community-006
person-0179,community-003
person-0179,community-007
person-0180,community-007
person-0183,community-006
person-0183,community-005
person-0184,community-011
person-0184,community-008
person-0185,community-004
person-0185,community-010
person-0185,community-005
person-0186,community-009
person-0186,community-011
person-0187,community-000
person-0189,community-009
person-0190,community-004
person-0190,community-010
person-0190,community-000
person-0191,community-011
person-0192,community-009
person-0192,community-003
person-0192,community-010
person-0194,community-002
person-0194,community-011
person-0195,community-009
person-0195,community-000
person-0196,community-003
person-0196,community-002
person-0196,community-008
person-0197,community-001
person-0197,community-005
person-0198,community-003
person-0198,community-009
person-0199,community-010
person-0200,community-008
person-0201,community-003
person-0201,community-005
person-0201,community-008
person-0202,community-010
person-0203,community-011
person-0203,community-006
person-0203,community-001
person-0204,community-000
person-0205,community-007
person-0205,community-010
person-0206,community-010
person-0208,community-007
person-0208,community-006
person-0209,community-004
person-0209,community-010
person-0209,community-002
person-0210,community-009
person-0211,community-008
person-0211,community-002
person-0211,community-010
person-0212,community-010
person-0213,community-003
person-0214,community-004
person-0216,community-005
person-0217,community-011
person-0217,community-005
person-0217,community-007
person-0218,community-010
person-0219,community-008
person-0220,community-008
person-0220,community-011
person-0221,community-004
person-0221,community-002
person-0221,community-007
person-0223,community-000
person-0223,community-003
person-0224,community-003
person-0224,community-008
person-0224,community-005
person-0225,community-011
person-0226,community-010
person-0226,community-001
person-0226,community-008
person-0227,community-007
person-0227,community-009
person-0228,community-008
person-0230,community-003
person-0230,community-009
person-0232,community-009
person-0233,community-009
person-0233,community-011
person-0234,community-002
person-0234,community-003
person-0235,community-008
person-0235,community-004
person-0235,community-002
person-0236,community-002
person-0236,community-001
person-0237,community-002
person-0238,community-002
person-0238,community-009
person-0238,community-008
person-0239,community-003
person-0239,community-007
person-0240,community-003
person-0240,community-001
person-0242,community-005
person-0242,community-001
person-0243,community-009
person-0243,community-005
person-0244,community-008
person-0244,community-011
person-0245,community-001
person-0245,community-003
person-0245,community-007
person-0247,community-009
person-0247,community-006
person-0248,community-009
person-0249,community-010
person-0250,community-009
person-0253,community-011
person-0253,community-008
person-0254,community-000
person-0254,community-004
person-0254,community-002
person-0256,community-011
person-0256,community-007
person-0258,community-003
person-0258,community-010
person-0258,community-011
person-0259,community-001
person-0259,community-006
person-0260,community-009
person-0261,community-003
person-0261,community-011
person-0262,community-001
person-0263,community-009
person-0263,community-004
person-0265,community-005
person-0265,community-006
person-0265,community-002
person-0076,community-003
person-0076,community-006
person-0076,community-009
person-0077,community-003
person-0077,community-004
person-0078,community-005
person-0078,community-011
person-0078,community-006
person-0079,community-008
person-0080,community-002
person-0081,community-008
person-0081,community-009
person-0082,community-007
person-0082,community-010
person-0083,community-008
person-0083,community-004
person-0083,community-005
person-0084,community-004
person-0085,community-004
person-0085,community-007
person-0085,community-002
person-0087,community-010
person-0087,community-006
person-0087,community-004
person-0088,community-002
person-0089,community-001
person-0090,community-004
person-0091,community-004
person-0091,community-007
person-0091,community-002
person-0092,community-007
person-0092,community-011
person-0093,community-010
person-0093,community-011
person-0093,community-008
person-0095,community-002
person-0095,community-005
person-0095,community-004
person-0096,community-004
person-0096,community-009
person-0097,community-003
person-0097,community-002
person-0098,community-011
person-0098,community-010
person-0098,community-004
person-0099,community-004
person-0100,community-000
person-0100,community-002
person-0101,community-002
person-0101,community-007
person-0102,community-004
person-0102,community-007
person-0105,community-003
person-0105,community-000
person-0106,community-002
person-0106,community-010
person-0107,community-010
person-0108,community-009
person-0108,community-001
person-0110,community-010
person-0110,community-000
person-0112,community-011
person-0112,community-002
person-0113,community-009
person-0114,community-001
person-0115,community-011
person-0115,community-002
person-0116,community-003
person-0116,community-008
person-0117,community-008
person-0118,community-003
person-0118,community-001
person-0119,community-005
person-0121,community-004
person-0121,community-008
person-0121,community-000
person-0122,community-006
person-0122,community-003
person-0122,community-010
person-0123,community-010
person-0123,community-006
person-0123,community-001
person-0124,community-005
person-0124,community-008
person-0125,community-006
person-0126,community-009
person-0126,community-000
person-0127,community-011
person-0128,community-005
person-0128,community-009
person-0129,community-009
person-0129,community-003
person-0130,community-011
person-0131,community-011
person-0133,community-009
person-0133,community-011
person-0134,community-001
person-0134,community-007
person-0136,community-011
person-0136,community-008
person-0136,community-003
person-0137,community-010
person-0138,community-002
person-0138,community-005
person-0139,community-011
person-0140,community-011
person-0140,community-001
person-0141,community-003
person-0142,community-004
person-0143,community-010
person-0143,community-000
person-0144,community-010
person-0144,community-006
person-0145,community-002
person-0146,community-004
person-0146,community-005
person-0146,community-007
person-0147,community-008
person-0148,community-003
person-0148,community-002
person-0149,community-003
person-0149,community-009
person-0151,community-002
person-0151,community-010
person-0152,community-006
person-0152,community-011
person-0153,community-002
person-0154,community-001
person-0154,community-007
person-0155,community-007
person-0155,community-002
person-0038,community-011
person-0038,community-006
person-0038,community-005
person-0039,community-008
person-0040,community-006
person-0040,community-004
person-0041,community-010
person-0041,community-007
person-0042,community-005
person-0042,community-007
person-0045,community-010
person-0045,community-002
person-0045,community-011
person-0046,community-010
person-0046,community-002
person-0047,community-007
person-0047,community-008
person-0048,community-001
person-0048,community-009
person-0049,community-000
person-0050,community-006
person-0051,community-001
person-0053,community-008
person-0053,community-003
person-0055,community-010
person-0055,community-007
person-0055,community-011
person-0056,community-000
person-0057,community-008
person-0057,community-010
person-0058,community-004
person-0058,community-008
person-0059,community-003
person-0060,community-007
person-0060,community-008
person-0060,community-005
person-0061,community-003
person-0062,community-010
person-0062,community-008
person-0063,community-006
person-0063,community-001
person-0064,community-002
person-0064,community-001
person-0066,community-001
person-0067,community-004
person-0068,community-010
person-0068,community-004
person-0068,community-000
person-0069,community-007
person-0069,community-010
person-0070,community-008
person-0070,community-011
person-0070,community-001
person-0071,community-003
person-0071,community-002
person-0071,community-001
person-0072,community-007
person-0073,community-009
person-0073,community-011
person-0073,community-007
person-0074,community-011
person-0075,community-002
person-0016,community-001
person-0017,community-009
person-0017,community-011
person-0018,community-008
person-0018,community-007
person-0019,community-007
person-0020,community-011
person-0020,community-003
person-0020,community-002
person-0024,community-005
person-0024,community-004
person-0024,community-009
person-0025,community-004
person-0026,community-000
person-0026,community-003
person-0027,community-008
person-0027,community-003
person-0028,community-010
person-0028,community-002
person-0029,community-006
person-0029,community-002
person-0029,community-001
person-0031,community-009
person-0031,community-000
person-0032,community-009
person-0033,community-011
person-0033,community-008
person-0033,community-004
person-0034,community-010
person-0034,community-011
person-0035,community-007
person-0035,community-009
person-0035,community-005
person-0006,community-004
person-0006,community-009
person-0006,community-011
person-0007,community-001
person-0007,community-002
person-0008,community-001
person-0008,community-009
person-0008,community-002
person-0010,community-010
person-0011,community-000
person-0014,community-008
person-0001,community-005
person-0001,community-010
person-0001,community-002
person-0002,community-001
person-0002,community-008
person-0004,community-009
person-0005,community-010
person-0005,community-001
person-0000,community-000
person-0000,community-006
person-0370,community-008
person-0370,community-005
person-0371,community-007
person-0372,community-010
person-0372,community-000
person-0373,community-005
person-0373,community-010
person-0374,community-002
person-0375,community-009
person-0376,community-010
person-0377,community-003
person-0378,community-002
person-0378,community-006
person-0379,community-009
person-0380,community-000
person-0381,community-010
person-0381,community-004
person-0382,community-010
person-0383,community-005
person-0384,community-002
person-0384,community-004
person-0385,community-003
person-0386,community-005
person-0387,community-010
person-0388,community-009
person-0389,community-000
person-0390,community-003
person-0391,community-001
person-0391,community-000
person-0392,community-002
person-0393,community-004
person-0393,community-010
person-0394,community-000
person-0394,community-004
person-0395,community-008
person-0396,community-002
person-0397,community-001
person-0398,community-001
person-0399,community-008
