from_id,to_id
person-0359,loc-nyc
person-0360,loc-tor
person-0361,loc-syd
person-0362,loc-syd
person-0363,loc-fra
person-0364,loc-lon
person-0365,loc-fra
person-0366,loc-sgp
person-0367,loc-syd
person-0368,loc-nyc
person-0369,loc-van
person-0156,loc-syd
person-0157,loc-syd
person-0158,loc-sgp
person-0159,loc-dub
person-0160,loc-tor
person-0161,loc-nyc
person-0162,loc-nyc
person-0163,loc-nyc
person-0164,loc-syd
person-0165,loc-syd
person-0166,loc-lon
person-0167,loc-nyc
person-0168,loc-lon
person-0169,loc-sgp
person-0170,loc-nyc
person-0171,loc-sgp
person-0172,loc-dub
person-0173,loc-van
person-0174,loc-van
person-0175,loc-tor
person-0176,loc-syd
person-0177,loc-tor
person-0178,loc-fra
person-0179,loc-tor
person-0180,loc-tor
person-0181,loc-nyc
person-0182,loc-fra
person-0183,loc-sgp
person-0184,loc-lon
person-0185,loc-lon
person-0186,loc-van
person-0187,loc-sgp
person-0188,loc-tor
person-0189,loc-fra
person-0190,loc-tor
person-0191,loc-dub
person-0192,loc-tor
person-0193,loc-sgp
person-0194,loc-lon
person-0195,loc-fra
person-0196,loc-tor
person-0197,loc-fra
person-0198,loc-syd
person-0199,loc-fra
person-0200,loc-sgp
person-0201,loc-lon
person-0202,loc-tor
person-0203,loc-nyc
person-0204,loc-syd
person-0205,loc-sgp
person-0206,loc-van
person-0207,loc-fra
person-0208,loc-lon
person-0209,loc-syd
person-0210,loc-dub
person-0211,loc-fra
person-0212,loc-tor
person-0213,loc-nyc
person-0214,loc-nyc
person-0215,loc-nyc
person-0216,loc-fra
person-0217,loc-dub
person-0218,loc-van
person-0219,loc-nyc
person-0220,loc-van
person-0221,loc-dub
person-0222,loc-syd
person-0223,loc-fra
person-0224,loc-dub
person-0225,loc-tor
person-0226,loc-lon
person-0227,loc-syd
person-0228,loc-syd
person-0229,loc-dub
person-0230,loc-fra
person-0231,loc-dub
person-0232,loc-lon
person-0233,loc-fra
person-0234,loc-van
person-0235,loc-van
person-0236,loc-syd
person-0237,loc-dub
person-0238,loc-sgp
person-0239,loc-fra
person-0240,loc-syd
person-0241,loc-fra
person-0242,loc-dub
person-0243,loc-tor
person-0244,loc-tor
person-0245,loc-dub
person-0246,loc-sgp
person-0247,loc-syd
person-0248,loc-dub
person-0249,loc-van
person-0250,loc-nyc
person-0251,loc-nyc
person-0252,loc-lon
person-0253,loc-tor
person-0254,loc-syd
person-0255,loc-syd
person-0256,loc-van
person-0257,loc-tor
person-0258,loc-fra
person-0259,loc-dub
person-0260,loc-nyc
person-0261,loc-nyc
person-0262,loc-sgp
person-0263,loc-sgp
person-0264,loc-nyc
person-0265,loc-van
person-0076,loc-dub
person-0077,loc-syd
person-0078,loc-lon
person-0079,loc-fra
person-0080,loc-dub
person-0081,loc-lon
person-0082,loc-nyc
person-0083,loc-van
person-0084,loc-fra
person-0085,loc-fra
person-0086,loc-lon
person-0087,loc-lon
person-0088,loc-lon
person-0089,loc-nyc
person-0090,loc-fra
person-0091,loc-sgp
person-0092,loc-fra
person-0093,loc-tor
person-0094,loc-fra
person-0095,loc-dub
person-0096,loc-sgp
person-0097,loc-van
person-0098,loc-sgp
person-0099,loc-lon
person-0100,loc-dub
person-0101,loc-syd
person-0102,loc-syd
person-0103,loc-syd
person-0104,loc-dub
person-0105,loc-lon
person-0106,loc-sgp
person-0107,loc-tor
person-0108,loc-sgp
person-0109,loc-nyc
person-0110,loc-fra
person-0111,loc-dub
person-0112,loc-tor
person-0113,loc-nyc
person-0114,loc-sgp
person-0115,loc-lon
person-0116,loc-tor
person-0117,loc-van
person-0118,loc-tor
person-0119,loc-dub
person-0120,loc-sgp
person-0121,loc-van
person-0122,loc-dub
person-0123,loc-dub
person-0124,loc-fra
person-0125,loc-dub
person-0126,loc-van
person-0127,loc-dub
person-0128,loc-dub
person-0129,loc-sgp
person-0130,loc-tor
person-0131,loc-fra
person-0132,loc-lon
person-0133,loc-syd
person-0134,loc-dub
person-0135,loc-dub
person-0136,loc-fra
person-0137,loc-nyc
person-0138,loc-dub
person-0139,loc-tor
person-0140,loc-syd
person-0141,loc-van
person-0142,loc-fra
person-0143,loc-van
person-0144,loc-lon
person-0145,loc-fra
person-0146,loc-sgp
person-0147,loc-nyc
person-0148,loc-sgp
person-0149,loc-lon
person-0150,loc-fra
person-0151,loc-dub
person-0152,loc-lon
person-0153,loc-tor
person-0154,loc-nyc
person-0155,loc-syd
person-0036,loc-fra
person-0037,loc-nyc
person-0038,loc-syd
person-0039,loc-van
person-0040,loc-fra
person-0041,loc-tor
person-0042,loc-syd
person-0043,loc-tor
person-0044,loc-lon
person-0045,loc-sgp
person-0046,loc-van
person-0047,loc-tor
person-0048,loc-lon
person-0049,loc-fra
person-0050,loc-nyc
person-0051,loc-nyc
person-0052,loc-van
person-0053,loc-lon
person-0054,loc-nyc
person-0055,loc-nyc
person-0056,loc-sgp
person-0057,loc-lon
person-0058,loc-van
person-0059,loc-fra
person-0060,loc-nyc
person-0061,loc-syd
person-0062,loc-sgp
person-0063,loc-syd
person-0064,loc-sgp
person-0065,loc-nyc
person-0066,loc-sgp
person-0067,loc-syd
person-0068,loc-tor
person-0069,loc-lon
person-0070,loc-tor
person-0071,loc-dub
person-0072,loc-lon
person-0073,loc-tor
person-0074,loc-syd
person-0075,loc-dub
person-0016,loc-tor
person-0017,loc-fra
person-0018,loc-sgp
person-0019,loc-sgp
person-0020,loc-lon
person-0021,loc-syd
person-0022,loc-van
person-0023,loc-nyc
person-0024,loc-fra
person-0025,loc-fra
person-0026,loc-lon
person-0027,loc-tor
person-0028,loc-lon
person-0029,loc-dub
person-0030,loc-syd
person-0031,loc-van
person-0032,loc-dub
person-0033,loc-tor
person-0034,loc-nyc
person-0035,loc-fra
person-0006,loc-tor
person-0007,loc-lon
person-0008,loc-tor
person-0009,loc-lon
person-0010,loc-lon
person-0011,loc-lon
person-0012,loc-fra
person-0013,loc-lon
person-0014,loc-nyc
person-0015,loc-fra
person-0001,loc-tor
person-0002,loc-van
person-0003,loc-dub
person-0004,loc-fra
person-0005,loc-tor
person-0000,loc-tor
person-0370,loc-dub
person-0371,loc-nyc
person-0372,loc-van
person-0373,loc-van
person-0374,loc-syd
person-0375,loc-van
person-0376,loc-syd
person-0377,loc-van
person-0378,loc-syd
person-0379,loc-sgp
person-0380,loc-lon
person-0381,loc-dub
person-0382,loc-nyc
person-0383,loc-van
person-0384,loc-sgp
person-0385,loc-sgp
person-0386,loc-syd
person-0387,loc-nyc
person-0388,loc-dub
person-0389,loc-dub
person-0390,loc-lon
person-0391,loc-fra
person-0392,loc-sgp
person-0393,loc-sgp
person-0394,loc-tor
person-0395,loc-tor
person-0396,loc-syd
person-0397,loc-dub
person-0398,loc-tor
person-0399,loc-lon
