from_id,to_id
stage-strategy-day_60,task-stage-strategy-day_60-01
stage-strategy-day_60,task-stage-strategy-day_60-02
stage-strategy-day_90,task-stage-strategy-day_90-00
stage-strategy-day_90,task-stage-strategy-day_90-01
stage-strategy-day_90,task-stage-strategy-day_90-02
stage-appdev-preboard,task-stage-appdev-preboard-00
stage-appdev-preboard,task-stage-appdev-preboard-01
stage-appdev-preboard,task-stage-appdev-preboard-02
stage-appdev-preboard,task-stage-appdev-preboard-03
stage-appdev-preboard,task-stage-appdev-preboard-04
stage-appdev-day_1,task-stage-appdev-day_1-00
stage-appdev-day_1,task-stage-appdev-day_1-01
stage-appdev-day_1,task-stage-appdev-day_1-02
stage-appdev-day_1,task-stage-appdev-day_1-03
stage-appdev-day_1,task-stage-appdev-day_1-04
stage-appdev-week_1,task-stage-appdev-week_1-00
stage-appdev-week_1,task-stage-appdev-week_1-01
stage-appdev-week_1,task-stage-appdev-week_1-02
stage-appdev-week_1,task-stage-appdev-week_1-03
stage-appdev-week_1,task-stage-appdev-week_1-04
stage-appdev-day_30,task-stage-appdev-day_30-00
stage-appdev-day_30,task-stage-appdev-day_30-01
stage-appdev-day_30,task-stage-appdev-day_30-02
stage-appdev-day_30,task-stage-appdev-day_30-03
stage-appdev-day_60,task-stage-appdev-day_60-00
stage-appdev-day_60,task-stage-appdev-day_60-01
stage-appdev-day_60,task-stage-appdev-day_60-02
stage-appdev-day_90,task-stage-appdev-day_90-00
stage-appdev-day_90,task-stage-appdev-day_90-01
stage-appdev-day_90,task-stage-appdev-day_90-02
