from_id,to_id,status,timestamp
person-0373,task-stage-strategy-day_60-02,not_started,
person-0373,task-stage-strategy-day_90-00,not_started,
person-0373,task-stage-strategy-day_90-01,not_started,
person-0373,task-stage-strategy-day_90-02,not_started,
person-0374,task-stage-appdev-preboard-00,done,2026-05-02
person-0374,task-stage-appdev-preboard-01,done,2026-05-06
person-0374,task-stage-appdev-preboard-02,done,2026-05-09
person-0374,task-stage-appdev-preboard-03,done,2026-05-09
person-0374,task-stage-appdev-preboard-04,done,2026-05-13
person-0374,task-stage-appdev-day_1-00,done,2026-05-16
person-0374,task-stage-appdev-day_1-01,done,2026-05-16
person-0374,task-stage-appdev-day_1-02,done,2026-05-16
person-0374,task-stage-appdev-day_1-03,done,2026-05-17
person-0374,task-stage-appdev-day_1-04,done,2026-05-16
person-0374,task-stage-appdev-week_1-00,done,2026-05-21
person-0374,task-stage-appdev-week_1-01,done,2026-05-21
person-0374,task-stage-appdev-week_1-02,done,2026-05-21
person-0374,task-stage-appdev-week_1-03,done,2026-05-19
person-0374,task-stage-appdev-week_1-04,done,2026-05-23
person-0374,task-stage-appdev-day_30-00,not_started,
person-0374,task-stage-appdev-day_30-01,not_started,
person-0374,task-stage-appdev-day_30-02,not_started,
person-0374,task-stage-appdev-day_30-03,not_started,
person-0374,task-stage-appdev-day_60-00,not_started,
person-0374,task-stage-appdev-day_60-01,not_started,
person-0374,task-stage-appdev-day_60-02,not_started,
person-0374,task-stage-appdev-day_90-00,not_started,
person-0374,task-stage-appdev-day_90-01,not_started,
person-0374,task-stage-appdev-day_90-02,not_started,
person-0375,task-stage-cloud-preboard-00,done,2026-05-02
person-0375,task-stage-cloud-preboard-01,done,2026-05-06
person-0375,task-stage-cloud-preboard-02,done,2026-05-09
person-0375,task-stage-cloud-preboard-03,done,2026-05-09
person-0375,task-stage-cloud-preboard-04,done,2026-05-13
person-0375,task-stage-cloud-day_1-00,done,2026-05-16
person-0375,task-stage-cloud-day_1-01,done,2026-05-16
person-0375,task-stage-cloud-day_1-02,done,2026-05-16
person-0375,task-stage-cloud-day_1-03,done,2026-05-17
person-0375,task-stage-cloud-day_1-04,done,2026-05-16
person-0375,task-stage-cloud-week_1-00,done,2026-05-21
person-0375,task-stage-cloud-week_1-01,done,2026-05-21
person-0375,task-stage-cloud-week_1-02,done,2026-05-21
person-0375,task-stage-cloud-week_1-03,done,2026-05-19
person-0375,task-stage-cloud-week_1-04,done,2026-05-23
person-0375,task-stage-cloud-day_30-00,not_started,
person-0375,task-stage-cloud-day_30-01,not_started,
person-0375,task-stage-cloud-day_30-02,not_started,
person-0375,task-stage-cloud-day_30-03,not_started,
person-0375,task-stage-cloud-day_60-00,not_started,
person-0375,task-stage-cloud-day_60-01,not_started,
person-0375,task-stage-cloud-day_60-02,not_started,
person-0375,task-stage-cloud-day_90-00,not_started,
person-0375,task-stage-cloud-day_90-01,not_started,
person-0375,task-stage-cloud-day_90-02,not_started,
person-0376,task-stage-data-preboard-00,done,2026-05-02
person-0376,task-stage-data-preboard-01,done,2026-05-06
person-0376,task-stage-data-preboard-02,done,2026-05-09
person-0376,task-stage-data-preboard-03,done,2026-05-09
person-0376,task-stage-data-preboard-04,done,2026-05-13
person-0376,task-stage-data-day_1-00,done,2026-05-16
person-0376,task-stage-data-day_1-01,done,2026-05-16
person-0376,task-stage-data-day_1-02,done,2026-05-16
person-0376,task-stage-data-day_1-03,done,2026-05-17
person-0376,task-stage-data-day_1-04,done,2026-05-16
person-0376,task-stage-data-week_1-00,done,2026-05-21
person-0376,task-stage-data-week_1-01,done,2026-05-21
person-0376,task-stage-data-week_1-02,done,2026-05-21
person-0376,task-stage-data-week_1-03,done,2026-05-19
person-0376,task-stage-data-week_1-04,done,2026-05-23
person-0376,task-stage-data-day_30-00,not_started,
person-0376,task-stage-data-day_30-01,not_started,
person-0376,task-stage-data-day_30-02,not_started,
person-0376,task-stage-data-day_30-03,not_started,
person-0376,task-stage-data-day_60-00,not_started,
person-0376,task-stage-data-day_60-01,not_started,
person-0376,task-stage-data-day_60-02,not_started,
person-0376,task-stage-data-day_90-00,not_started,
person-0376,task-stage-data-day_90-01,not_started,
person-0376,task-stage-data-day_90-02,not_started,
person-0377,task-stage-cyber-preboard-00,done,2026-05-02
person-0377,task-stage-cyber-preboard-01,done,2026-05-06
person-0377,task-stage-cyber-preboard-02,done,2026-05-09
person-0377,task-stage-cyber-preboard-03,done,2026-05-09
person-0377,task-stage-cyber-preboard-04,done,2026-05-13
person-0377,task-stage-cyber-day_1-00,done,2026-05-16
person-0377,task-stage-cyber-day_1-01,done,2026-05-16
person-0377,task-stage-cyber-day_1-02,done,2026-05-16
person-0377,task-stage-cyber-day_1-03,done,2026-05-17
person-0377,task-stage-cyber-day_1-04,done,2026-05-16
person-0377,task-stage-cyber-week_1-00,done,2026-05-21
person-0377,task-stage-cyber-week_1-01,done,2026-05-21
person-0377,task-stage-cyber-week_1-02,done,2026-05-21
person-0377,task-stage-cyber-week_1-03,done,2026-05-19
person-0377,task-stage-cyber-week_1-04,done,2026-05-23
person-0377,task-stage-cyber-day_30-00,not_started,
person-0377,task-stage-cyber-day_30-01,not_started,
person-0377,task-stage-cyber-day_30-02,not_started,
person-0377,task-stage-cyber-day_30-03,not_started,
person-0377,task-stage-cyber-day_60-00,not_started,
person-0377,task-stage-cyber-day_60-01,not_started,
person-0377,task-stage-cyber-day_60-02,not_started,
person-0377,task-stage-cyber-day_90-00,not_started,
person-0377,task-stage-cyber-day_90-01,not_started,
person-0377,task-stage-cyber-day_90-02,not_started,
person-0378,task-stage-strategy-preboard-00,done,2026-05-02
person-0378,task-stage-strategy-preboard-01,done,2026-05-06
person-0378,task-stage-strategy-preboard-02,done,2026-05-09
person-0378,task-stage-strategy-preboard-03,done,2026-05-09
person-0378,task-stage-strategy-preboard-04,done,2026-05-13
person-0378,task-stage-strategy-day_1-00,done,2026-05-16
person-0378,task-stage-strategy-day_1-01,done,2026-05-16
person-0378,task-stage-strategy-day_1-02,done,2026-05-16
person-0378,task-stage-strategy-day_1-03,done,2026-05-17
person-0378,task-stage-strategy-day_1-04,done,2026-05-16
person-0378,task-stage-strategy-week_1-00,done,2026-05-21
person-0378,task-stage-strategy-week_1-01,done,2026-05-21
person-0378,task-stage-strategy-week_1-02,done,2026-05-21
person-0378,task-stage-strategy-week_1-03,done,2026-05-19
person-0378,task-stage-strategy-week_1-04,done,2026-05-23
person-0378,task-stage-strategy-day_30-00,not_started,
person-0378,task-stage-strategy-day_30-01,not_started,
person-0378,task-stage-strategy-day_30-02,not_started,
person-0378,task-stage-strategy-day_30-03,not_started,
person-0378,task-stage-strategy-day_60-00,not_started,
person-0378,task-stage-strategy-day_60-01,not_started,
person-0378,task-stage-strategy-day_60-02,not_started,
person-0378,task-stage-strategy-day_90-00,not_started,
person-0378,task-stage-strategy-day_90-01,not_started,
person-0378,task-stage-strategy-day_90-02,not_started,
person-0379,task-stage-appdev-preboard-00,done,2026-05-02
person-0379,task-stage-appdev-preboard-01,done,2026-05-06
person-0379,task-stage-appdev-preboard-02,done,2026-05-09
person-0379,task-stage-appdev-preboard-03,done,2026-05-09
person-0379,task-stage-appdev-preboard-04,done,2026-05-13
person-0379,task-stage-appdev-day_1-00,done,2026-05-16
person-0379,task-stage-appdev-day_1-01,done,2026-05-16
person-0379,task-stage-appdev-day_1-02,done,2026-05-16
person-0379,task-stage-appdev-day_1-03,done,2026-05-17
person-0379,task-stage-appdev-day_1-04,done,2026-05-16
person-0379,task-stage-appdev-week_1-00,done,2026-05-21
person-0379,task-stage-appdev-week_1-01,done,2026-05-21
person-0379,task-stage-appdev-week_1-02,done,2026-05-21
person-0379,task-stage-appdev-week_1-03,done,2026-05-19
person-0379,task-stage-appdev-week_1-04,done,2026-05-23
person-0379,task-stage-appdev-day_30-00,not_started,
person-0379,task-stage-appdev-day_30-01,not_started,
person-0379,task-stage-appdev-day_30-02,not_started,
person-0379,task-stage-appdev-day_30-03,not_started,
person-0379,task-stage-appdev-day_60-00,not_started,
person-0379,task-stage-appdev-day_60-01,not_started,
person-0379,task-stage-appdev-day_60-02,not_started,
person-0379,task-stage-appdev-day_90-00,not_started,
person-0379,task-stage-appdev-day_90-01,not_started,
person-0379,task-stage-appdev-day_90-02,not_started,
person-0380,task-stage-cloud-preboard-00,done,2026-05-02
person-0380,task-stage-cloud-preboard-01,done,2026-05-06
person-0380,task-stage-cloud-preboard-02,done,2026-05-09
person-0380,task-stage-cloud-preboard-03,done,2026-05-09
person-0380,task-stage-cloud-preboard-04,done,2026-05-13
person-0380,task-stage-cloud-day_1-00,done,2026-05-16
person-0380,task-stage-cloud-day_1-01,done,2026-05-16
person-0380,task-stage-cloud-day_1-02,done,2026-05-16
person-0380,task-stage-cloud-day_1-03,done,2026-05-17
person-0380,task-stage-cloud-day_1-04,done,2026-05-16
person-0380,task-stage-cloud-week_1-00,done,2026-05-21
person-0380,task-stage-cloud-week_1-01,done,2026-05-21
person-0380,task-stage-cloud-week_1-02,done,2026-05-21
person-0380,task-stage-cloud-week_1-03,done,2026-05-19
person-0380,task-stage-cloud-week_1-04,done,2026-05-23
person-0380,task-stage-cloud-day_30-00,not_started,
person-0380,task-stage-cloud-day_30-01,not_started,
person-0380,task-stage-cloud-day_30-02,not_started,
person-0380,task-stage-cloud-day_30-03,not_started,
person-0380,task-stage-cloud-day_60-00,not_started,
person-0380,task-stage-cloud-day_60-01,not_started,
person-0380,task-stage-cloud-day_60-02,not_started,
person-0380,task-stage-cloud-day_90-00,not_started,
person-0380,task-stage-cloud-day_90-01,not_started,
person-0380,task-stage-cloud-day_90-02,not_started,
person-0381,task-stage-data-preboard-00,done,2026-05-02
person-0381,task-stage-data-preboard-01,done,2026-05-06
person-0381,task-stage-data-preboard-02,done,2026-05-09
person-0381,task-stage-data-preboard-03,done,2026-05-09
person-0381,task-stage-data-preboard-04,done,2026-05-13
person-0381,task-stage-data-day_1-00,done,2026-05-16
person-0381,task-stage-data-day_1-01,done,2026-05-16
person-0381,task-stage-data-day_1-02,done,2026-05-16
person-0381,task-stage-data-day_1-03,done,2026-05-17
person-0381,task-stage-data-day_1-04,done,2026-05-16
person-0381,task-stage-data-week_1-00,done,2026-05-21
person-0381,task-stage-data-week_1-01,done,2026-05-21
person-0381,task-stage-data-week_1-02,done,2026-05-21
person-0381,task-stage-data-week_1-03,done,2026-05-19
person-0381,task-stage-data-week_1-04,done,2026-05-23
person-0381,task-stage-data-day_30-00,not_started,
person-0381,task-stage-data-day_30-01,not_started,
person-0381,task-stage-data-day_30-02,not_started,
person-0381,task-stage-data-day_30-03,not_started,
person-0381,task-stage-data-day_60-00,not_started,
person-0381,task-stage-data-day_60-01,not_started,
person-0381,task-stage-data-day_60-02,not_started,
person-0381,task-stage-data-day_90-00,not_started,
person-0381,task-stage-data-day_90-01,not_started,
person-0381,task-stage-data-day_90-02,not_started,
person-0382,task-stage-cyber-preboard-00,done,2026-05-02
person-0382,task-stage-cyber-preboard-01,done,2026-05-06
person-0382,task-stage-cyber-preboard-02,done,2026-05-09
person-0382,task-stage-cyber-preboard-03,done,2026-05-09
person-0382,task-stage-cyber-preboard-04,done,2026-05-13
person-0382,task-stage-cyber-day_1-00,done,2026-05-16
person-0382,task-stage-cyber-day_1-01,done,2026-05-16
person-0382,task-stage-cyber-day_1-02,done,2026-05-16
person-0382,task-stage-cyber-day_1-03,done,2026-05-17
person-0382,task-stage-cyber-day_1-04,done,2026-05-16
person-0382,task-stage-cyber-week_1-00,done,2026-05-21
person-0382,task-stage-cyber-week_1-01,done,2026-05-21
person-0382,task-stage-cyber-week_1-02,done,2026-05-21
person-0382,task-stage-cyber-week_1-03,done,2026-05-19
person-0382,task-stage-cyber-week_1-04,done,2026-05-23
person-0382,task-stage-cyber-day_30-00,not_started,
person-0382,task-stage-cyber-day_30-01,not_started,
person-0382,task-stage-cyber-day_30-02,not_started,
person-0382,task-stage-cyber-day_30-03,not_started,
person-0382,task-stage-cyber-day_60-00,not_started,
person-0382,task-stage-cyber-day_60-01,not_started,
person-0382,task-stage-cyber-day_60-02,not_started,
person-0382,task-stage-cyber-day_90-00,not_started,
person-0382,task-stage-cyber-day_90-01,not_started,
person-0382,task-stage-cyber-day_90-02,not_started,
person-0383,task-stage-strategy-preboard-00,done,2026-05-02
person-0383,task-stage-strategy-preboard-01,done,2026-05-06
person-0383,task-stage-strategy-preboard-02,done,2026-05-09
person-0383,task-stage-strategy-preboard-03,done,2026-05-09
person-0383,task-stage-strategy-preboard-04,done,2026-05-13
person-0383,task-stage-strategy-day_1-00,done,2026-05-16
person-0383,task-stage-strategy-day_1-01,done,2026-05-16
person-0383,task-stage-strategy-day_1-02,done,2026-05-16
person-0383,task-stage-strategy-day_1-03,done,2026-05-17
person-0383,task-stage-strategy-day_1-04,done,2026-05-16
person-0383,task-stage-strategy-week_1-00,done,2026-05-21
person-0383,task-stage-strategy-week_1-01,done,2026-05-21
person-0383,task-stage-strategy-week_1-02,done,2026-05-21
person-0383,task-stage-strategy-week_1-03,done,2026-05-19
person-0383,task-stage-strategy-week_1-04,done,2026-05-23
person-0383,task-stage-strategy-day_30-00,not_started,
person-0383,task-stage-strategy-day_30-01,not_started,
person-0383,task-stage-strategy-day_30-02,not_started,
person-0383,task-stage-strategy-day_30-03,not_started,
person-0383,task-stage-strategy-day_60-00,not_started,
person-0383,task-stage-strategy-day_60-01,not_started,
person-0383,task-stage-strategy-day_60-02,not_started,
person-0383,task-stage-strategy-day_90-00,not_started,
person-0383,task-stage-strategy-day_90-01,not_started,
person-0383,task-stage-strategy-day_90-02,not_started,
person-0384,task-stage-appdev-preboard-00,done,2026-05-02
person-0384,task-stage-appdev-preboard-01,done,2026-05-06
person-0384,task-stage-appdev-preboard-02,done,2026-05-09
person-0384,task-stage-appdev-preboard-03,done,2026-05-09
person-0384,task-stage-appdev-preboard-04,done,2026-05-13
person-0384,task-stage-appdev-day_1-00,done,2026-05-16
person-0384,task-stage-appdev-day_1-01,done,2026-05-16
person-0384,task-stage-appdev-day_1-02,done,2026-05-16
person-0384,task-stage-appdev-day_1-03,done,2026-05-17
person-0384,task-stage-appdev-day_1-04,done,2026-05-16
person-0384,task-stage-appdev-week_1-00,done,2026-05-21
person-0384,task-stage-appdev-week_1-01,done,2026-05-21
person-0384,task-stage-appdev-week_1-02,done,2026-05-21
person-0384,task-stage-appdev-week_1-03,done,2026-05-19
person-0384,task-stage-appdev-week_1-04,done,2026-05-23
person-0384,task-stage-appdev-day_30-00,not_started,
person-0384,task-stage-appdev-day_30-01,not_started,
person-0384,task-stage-appdev-day_30-02,not_started,
person-0384,task-stage-appdev-day_30-03,not_started,
person-0384,task-stage-appdev-day_60-00,not_started,
person-0384,task-stage-appdev-day_60-01,not_started,
person-0384,task-stage-appdev-day_60-02,not_started,
person-0384,task-stage-appdev-day_90-00,not_started,
person-0384,task-stage-appdev-day_90-01,not_started,
person-0384,task-stage-appdev-day_90-02,not_started,
person-0385,task-stage-cloud-preboard-00,done,2026-05-02
person-0385,task-stage-cloud-preboard-01,done,2026-05-06
person-0385,task-stage-cloud-preboard-02,done,2026-05-09
person-0385,task-stage-cloud-preboard-03,done,2026-05-09
person-0385,task-stage-cloud-preboard-04,done,2026-05-13
person-0385,task-stage-cloud-day_1-00,done,2026-05-16
person-0385,task-stage-cloud-day_1-01,done,2026-05-16
person-0385,task-stage-cloud-day_1-02,done,2026-05-16
person-0385,task-stage-cloud-day_1-03,done,2026-05-17
person-0385,task-stage-cloud-day_1-04,done,2026-05-16
person-0385,task-stage-cloud-week_1-00,done,2026-05-21
person-0385,task-stage-cloud-week_1-01,done,2026-05-21
person-0385,task-stage-cloud-week_1-02,done,2026-05-21
person-0385,task-stage-cloud-week_1-03,done,2026-05-19
person-0385,task-stage-cloud-week_1-04,done,2026-05-23
person-0385,task-stage-cloud-day_30-00,not_started,
person-0385,task-stage-cloud-day_30-01,not_started,
person-0385,task-stage-cloud-day_30-02,not_started,
person-0385,task-stage-cloud-day_30-03,not_started,
person-0385,task-stage-cloud-day_60-00,not_started,
person-0385,task-stage-cloud-day_60-01,not_started,
person-0385,task-stage-cloud-day_60-02,not_started,
person-0385,task-stage-cloud-day_90-00,not_started,
person-0385,task-stage-cloud-day_90-01,not_started,
person-0385,task-stage-cloud-day_90-02,not_started,
person-0386,task-stage-data-preboard-00,done,2026-05-02
person-0386,task-stage-data-preboard-01,done,2026-05-06
person-0386,task-stage-data-preboard-02,done,2026-05-09
person-0386,task-stage-data-preboard-03,done,2026-05-09
person-0386,task-stage-data-preboard-04,done,2026-05-13
person-0386,task-stage-data-day_1-00,done,2026-05-16
person-0386,task-stage-data-day_1-01,done,2026-05-16
person-0386,task-stage-data-day_1-02,done,2026-05-16
person-0386,task-stage-data-day_1-03,done,2026-05-17
person-0386,task-stage-data-day_1-04,done,2026-05-16
person-0386,task-stage-data-week_1-00,done,2026-05-21
person-0386,task-stage-data-week_1-01,done,2026-05-21
person-0386,task-stage-data-week_1-02,done,2026-05-21
person-0386,task-stage-data-week_1-03,done,2026-05-19
person-0386,task-stage-data-week_1-04,done,2026-05-23
person-0386,task-stage-data-day_30-00,not_started,
person-0386,task-stage-data-day_30-01,not_started,
person-0386,task-stage-data-day_30-02,not_started,
person-0386,task-stage-data-day_30-03,not_started,
person-0386,task-stage-data-day_60-00,not_started,
person-0386,task-stage-data-day_60-01,not_started,
person-0386,task-stage-data-day_60-02,not_started,
person-0386,task-stage-data-day_90-00,not_started,
person-0386,task-stage-data-day_90-01,not_started,
person-0386,task-stage-data-day_90-02,not_started,
person-0387,task-stage-cyber-preboard-00,done,2026-05-02
person-0387,task-stage-cyber-preboard-01,done,2026-05-06
person-0387,task-stage-cyber-preboard-02,done,2026-05-09
person-0387,task-stage-cyber-preboard-03,done,2026-05-09
person-0387,task-stage-cyber-preboard-04,done,2026-05-13
person-0387,task-stage-cyber-day_1-00,done,2026-05-16
person-0387,task-stage-cyber-day_1-01,done,2026-05-16
person-0387,task-stage-cyber-day_1-02,done,2026-05-16
person-0387,task-stage-cyber-day_1-03,done,2026-05-17
person-0387,task-stage-cyber-day_1-04,done,2026-05-16
person-0387,task-stage-cyber-week_1-00,done,2026-05-21
person-0387,task-stage-cyber-week_1-01,done,2026-05-21
person-0387,task-stage-cyber-week_1-02,done,2026-05-21
person-0387,task-stage-cyber-week_1-03,done,2026-05-19
person-0387,task-stage-cyber-week_1-04,done,2026-05-23
person-0387,task-stage-cyber-day_30-00,not_started,
person-0387,task-stage-cyber-day_30-01,not_started,
person-0387,task-stage-cyber-day_30-02,not_started,
person-0387,task-stage-cyber-day_30-03,not_started,
person-0387,task-stage-cyber-day_60-00,not_started,
person-0387,task-stage-cyber-day_60-01,not_started,
person-0387,task-stage-cyber-day_60-02,not_started,
person-0387,task-stage-cyber-day_90-00,not_started,
person-0387,task-stage-cyber-day_90-01,not_started,
person-0387,task-stage-cyber-day_90-02,not_started,
person-0388,task-stage-strategy-preboard-00,done,2026-05-02
person-0388,task-stage-strategy-preboard-01,done,2026-05-06
person-0388,task-stage-strategy-preboard-02,done,2026-05-09
person-0388,task-stage-strategy-preboard-03,done,2026-05-09
person-0388,task-stage-strategy-preboard-04,done,2026-05-13
person-0388,task-stage-strategy-day_1-00,done,2026-05-16
person-0388,task-stage-strategy-day_1-01,done,2026-05-16
person-0388,task-stage-strategy-day_1-02,done,2026-05-16
person-0388,task-stage-strategy-day_1-03,done,2026-05-17
person-0388,task-stage-strategy-day_1-04,done,2026-05-16
person-0388,task-stage-strategy-week_1-00,done,2026-05-21
person-0388,task-stage-strategy-week_1-01,done,2026-05-21
person-0388,task-stage-strategy-week_1-02,done,2026-05-21
person-0388,task-stage-strategy-week_1-03,done,2026-05-19
person-0388,task-stage-strategy-week_1-04,done,2026-05-23
person-0388,task-stage-strategy-day_30-00,not_started,
person-0388,task-stage-strategy-day_30-01,not_started,
person-0388,task-stage-strategy-day_30-02,not_started,
person-0388,task-stage-strategy-day_30-03,not_started,
person-0388,task-stage-strategy-day_60-00,not_started,
person-0388,task-stage-strategy-day_60-01,not_started,
person-0388,task-stage-strategy-day_60-02,not_started,
person-0388,task-stage-strategy-day_90-00,not_started,
person-0388,task-stage-strategy-day_90-01,not_started,
person-0388,task-stage-strategy-day_90-02,not_started,
person-0389,task-stage-appdev-preboard-00,done,2026-05-02
person-0389,task-stage-appdev-preboard-01,done,2026-05-06
person-0389,task-stage-appdev-preboard-02,done,2026-05-09
person-0389,task-stage-appdev-preboard-03,done,2026-05-09
person-0389,task-stage-appdev-preboard-04,done,2026-05-13
person-0389,task-stage-appdev-day_1-00,done,2026-05-16
person-0389,task-stage-appdev-day_1-01,done,2026-05-16
person-0389,task-stage-appdev-day_1-02,done,2026-05-16
person-0389,task-stage-appdev-day_1-03,done,2026-05-17
person-0389,task-stage-appdev-day_1-04,done,2026-05-16
person-0389,task-stage-appdev-week_1-00,done,2026-05-21
person-0389,task-stage-appdev-week_1-01,done,2026-05-21
person-0389,task-stage-appdev-week_1-02,done,2026-05-21
person-0389,task-stage-appdev-week_1-03,done,2026-05-19
person-0389,task-stage-appdev-week_1-04,done,2026-05-23
person-0389,task-stage-appdev-day_30-00,not_started,
person-0389,task-stage-appdev-day_30-01,not_started,
person-0389,task-stage-appdev-day_30-02,not_started,
person-0389,task-stage-appdev-day_30-03,not_started,
person-0389,task-stage-appdev-day_60-00,not_started,
person-0389,task-stage-appdev-day_60-01,not_started,
person-0389,task-stage-appdev-day_60-02,not_started,
person-0389,task-stage-appdev-day_90-00,not_started,
person-0389,task-stage-appdev-day_90-01,not_started,
person-0389,task-stage-appdev-day_90-02,not_started,
person-0390,task-stage-cloud-preboard-00,not_started,
person-0390,task-stage-cloud-preboard-01,not_started,
person-0390,task-stage-cloud-preboard-02,not_started,
person-0390,task-stage-cloud-preboard-03,not_started,
person-0390,task-stage-cloud-preboard-04,not_started,
person-0390,task-stage-cloud-day_1-00,not_started,
person-0390,task-stage-cloud-day_1-01,not_started,
person-0390,task-stage-cloud-day_1-02,not_started,
person-0390,task-stage-cloud-day_1-03,not_started,
person-0390,task-stage-cloud-day_1-04,not_started,
person-0390,task-stage-cloud-week_1-00,not_started,
person-0390,task-stage-cloud-week_1-01,not_started,
person-0390,task-stage-cloud-week_1-02,not_started,
person-0390,task-stage-cloud-week_1-03,not_started,
person-0390,task-stage-cloud-week_1-04,not_started,
person-0390,task-stage-cloud-day_30-00,not_started,
person-0390,task-stage-cloud-day_30-01,not_started,
person-0390,task-stage-cloud-day_30-02,not_started,
