from_id,to_id,source,is_derived
person-0016,person-0000,team,True
person-0016,person-0380,team,True
person-0021,person-0026,team,True
person-0021,person-0000,team,True
person-0021,person-0380,team,True
person-0026,person-0000,team,True
person-0026,person-0380,team,True
person-0000,person-0380,team,True
person-0267,person-0282,team,True
person-0267,person-0327,team,True
person-0267,person-0332,team,True
person-0267,person-0342,team,True
person-0267,person-0347,team,True
person-0267,person-0162,team,True
person-0267,person-0172,team,True
person-0267,person-0182,team,True
person-0267,person-0212,team,True
person-0267,person-0227,team,True
person-0267,person-0077,team,True
person-0267,person-0092,team,True
person-0267,person-0137,team,True
person-0267,person-0042,team,True
person-0267,person-0057,team,True
person-0267,person-0017,team,True
person-0267,person-0027,team,True
person-0267,person-0007,team,True
person-0267,person-0002,team,True
person-0267,person-0376,team,True
person-0267,person-0396,team,True
person-0282,person-0327,team,True
person-0282,person-0332,team,True
person-0282,person-0342,team,True
person-0282,person-0347,team,True
person-0282,person-0162,team,True
person-0282,person-0172,team,True
person-0282,person-0182,team,True
person-0282,person-0212,team,True
person-0282,person-0227,team,True
person-0282,person-0077,team,True
person-0282,person-0092,team,True
person-0282,person-0137,team,True
person-0282,person-0042,team,True
person-0282,person-0057,team,True
person-0282,person-0017,team,True
person-0282,person-0027,team,True
person-0282,person-0007,team,True
person-0282,person-0002,team,True
person-0282,person-0376,team,True
person-0282,person-0396,team,True
person-0327,person-0332,team,True
person-0327,person-0342,team,True
person-0327,person-0347,team,True
person-0327,person-0162,team,True
person-0327,person-0172,team,True
person-0327,person-0182,team,True
person-0327,person-0212,team,True
person-0327,person-0227,team,True
person-0327,person-0077,team,True
person-0327,person-0092,team,True
person-0327,person-0137,team,True
person-0327,person-0042,team,True
person-0327,person-0057,team,True
person-0327,person-0017,team,True
person-0327,person-0027,team,True
person-0327,person-0007,team,True
person-0327,person-0002,team,True
person-0327,person-0376,team,True
person-0327,person-0396,team,True
person-0332,person-0342,team,True
person-0332,person-0347,team,True
person-0332,person-0162,team,True
person-0332,person-0172,team,True
person-0332,person-0182,team,True
person-0332,person-0212,team,True
person-0332,person-0227,team,True
person-0332,person-0077,team,True
person-0332,person-0092,team,True
person-0332,person-0137,team,True
person-0332,person-0042,team,True
person-0332,person-0057,team,True
person-0332,person-0017,team,True
person-0332,person-0027,team,True
person-0332,person-0007,team,True
person-0332,person-0002,team,True
person-0332,person-0376,team,True
person-0332,person-0396,team,True
person-0342,person-0347,team,True
person-0342,person-0162,team,True
person-0342,person-0172,team,True
person-0342,person-0182,team,True
person-0342,person-0212,team,True
person-0342,person-0227,team,True
person-0342,person-0077,team,True
person-0342,person-0092,team,True
person-0342,person-0137,team,True
person-0342,person-0042,team,True
person-0342,person-0057,team,True
person-0342,person-0017,team,True
person-0342,person-0027,team,True
person-0342,person-0007,team,True
person-0342,person-0002,team,True
person-0342,person-0376,team,True
person-0342,person-0396,team,True
person-0347,person-0162,team,True
person-0347,person-0172,team,True
person-0347,person-0182,team,True
person-0347,person-0212,team,True
person-0347,person-0227,team,True
person-0347,person-0077,team,True
person-0347,person-0092,team,True
person-0347,person-0137,team,True
person-0347,person-0042,team,True
person-0347,person-0057,team,True
person-0347,person-0017,team,True
person-0347,person-0027,team,True
person-0347,person-0007,team,True
person-0347,person-0002,team,True
person-0347,person-0376,team,True
person-0347,person-0396,team,True
person-0162,person-0172,team,True
person-0162,person-0182,team,True
person-0162,person-0212,team,True
person-0162,person-0227,team,True
person-0162,person-0077,team,True
person-0162,person-0092,team,True
person-0162,person-0137,team,True
person-0162,person-0042,team,True
person-0162,person-0057,team,True
person-0162,person-0017,team,True
person-0162,person-0027,team,True
person-0162,person-0007,team,True
person-0162,person-0002,team,True
person-0162,person-0376,team,True
person-0162,person-0396,team,True
person-0172,person-0182,team,True
person-0172,person-0212,team,True
person-0172,person-0227,team,True
person-0172,person-0077,team,True
person-0172,person-0092,team,True
person-0172,person-0137,team,True
person-0172,person-0042,team,True
person-0172,person-0057,team,True
person-0172,person-0017,team,True
person-0172,person-0027,team,True
person-0172,person-0007,team,True
person-0172,person-0002,team,True
person-0172,person-0376,team,True
person-0172,person-0396,team,True
person-0182,person-0212,team,True
person-0182,person-0227,team,True
person-0182,person-0077,team,True
person-0182,person-0092,team,True
person-0182,person-0137,team,True
person-0182,person-0042,team,True
person-0182,person-0057,team,True
person-0182,person-0017,team,True
person-0182,person-0027,team,True
person-0182,person-0007,team,True
person-0182,person-0002,team,True
person-0182,person-0376,team,True
person-0182,person-0396,team,True
person-0212,person-0227,team,True
person-0212,person-0077,team,True
person-0212,person-0092,team,True
person-0212,person-0137,team,True
person-0212,person-0042,team,True
person-0212,person-0057,team,True
person-0212,person-0017,team,True
person-0212,person-0027,team,True
person-0212,person-0007,team,True
person-0212,person-0002,team,True
person-0212,person-0376,team,True
person-0212,person-0396,team,True
person-0227,person-0077,team,True
person-0227,person-0092,team,True
person-0227,person-0137,team,True
person-0227,person-0042,team,True
person-0227,person-0057,team,True
person-0227,person-0017,team,True
person-0227,person-0027,team,True
person-0227,person-0007,team,True
person-0227,person-0002,team,True
person-0227,person-0376,team,True
person-0227,person-0396,team,True
person-0077,person-0092,team,True
person-0077,person-0137,team,True
person-0077,person-0042,team,True
person-0077,person-0057,team,True
person-0077,person-0017,team,True
person-0077,person-0027,team,True
person-0077,person-0007,team,True
person-0077,person-0002,team,True
person-0077,person-0376,team,True
person-0077,person-0396,team,True
person-0092,person-0137,team,True
person-0092,person-0042,team,True
person-0092,person-0057,team,True
person-0092,person-0017,team,True
person-0092,person-0027,team,True
person-0092,person-0007,team,True
person-0092,person-0002,team,True
person-0092,person-0376,team,True
person-0092,person-0396,team,True
person-0137,person-0042,team,True
person-0137,person-0057,team,True
person-0137,person-0017,team,True
person-0137,person-0027,team,True
person-0137,person-0007,team,True
person-0137,person-0002,team,True
person-0137,person-0376,team,True
person-0137,person-0396,team,True
person-0042,person-0057,team,True
person-0042,person-0017,team,True
person-0042,person-0027,team,True
person-0042,person-0007,team,True
person-0042,person-0002,team,True
person-0042,person-0376,team,True
person-0042,person-0396,team,True
person-0057,person-0017,team,True
person-0057,person-0027,team,True
person-0057,person-0007,team,True
person-0057,person-0002,team,True
person-0057,person-0376,team,True
person-0057,person-0396,team,True
person-0017,person-0027,team,True
person-0017,person-0007,team,True
person-0017,person-0002,team,True
person-0017,person-0376,team,True
person-0017,person-0396,team,True
person-0027,person-0007,team,True
person-0027,person-0002,team,True
person-0027,person-0376,team,True
person-0027,person-0396,team,True
person-0007,person-0002,team,True
person-0007,person-0376,team,True
person-0007,person-0396,team,True
person-0002,person-0376,team,True
person-0002,person-0396,team,True
person-0376,person-0396,team,True
person-0268,person-0278,team,True
person-0268,person-0298,team,True
person-0268,person-0303,team,True
person-0268,person-0308,team,True
person-0268,person-0323,team,True
person-0268,person-0338,team,True
person-0268,person-0348,team,True
person-0268,person-0208,team,True
person-0268,person-0213,team,True
person-0268,person-0223,team,True
person-0268,person-0078,team,True
person-0268,person-0098,team,True
person-0268,person-0143,team,True
person-0268,person-0058,team,True
person-0268,person-0377,team,True
person-0268,person-0397,team,True
person-0278,person-0298,team,True
person-0278,person-0303,team,True
person-0278,person-0308,team,True
person-0278,person-0323,team,True
person-0278,person-0338,team,True
person-0278,person-0348,team,True
person-0278,person-0208,team,True
person-0278,person-0213,team,True
person-0278,person-0223,team,True
person-0278,person-0078,team,True
person-0278,person-0098,team,True
person-0278,person-0143,team,True
person-0278,person-0058,team,True
person-0278,person-0377,team,True
person-0278,person-0397,team,True
person-0298,person-0303,team,True
person-0298,person-0308,team,True
person-0298,person-0323,team,True
person-0298,person-0338,team,True
person-0298,person-0348,team,True
person-0298,person-0208,team,True
person-0298,person-0213,team,True
person-0298,person-0223,team,True
person-0298,person-0078,team,True
person-0298,person-0098,team,True
person-0298,person-0143,team,True
person-0298,person-0058,team,True
person-0298,person-0377,team,True
person-0298,person-0397,team,True
person-0303,person-0308,team,True
person-0303,person-0323,team,True
person-0303,person-0338,team,True
person-0303,person-0348,team,True
person-0303,person-0208,team,True
person-0303,person-0213,team,True
person-0303,person-0223,team,True
person-0303,person-0078,team,True
person-0303,person-0098,team,True
person-0303,person-0143,team,True
person-0303,person-0058,team,True
person-0303,person-0377,team,True
person-0303,person-0397,team,True
person-0308,person-0323,team,True
person-0308,person-0338,team,True
person-0308,person-0348,team,True
person-0308,person-0208,team,True
person-0308,person-0213,team,True
person-0308,person-0223,team,True
person-0308,person-0078,team,True
person-0308,person-0098,team,True
person-0308,person-0143,team,True
person-0308,person-0058,team,True
person-0308,person-0377,team,True
person-0308,person-0397,team,True
person-0323,person-0338,team,True
person-0323,person-0348,team,True
person-0323,person-0208,team,True
person-0323,person-0213,team,True
person-0323,person-0223,team,True
person-0323,person-0078,team,True
person-0323,person-0098,team,True
person-0323,person-0143,team,True
person-0323,person-0058,team,True
person-0323,person-0377,team,True
person-0323,person-0397,team,True
person-0338,person-0348,team,True
person-0338,person-0208,team,True
person-0338,person-0213,team,True
person-0338,person-0223,team,True
person-0338,person-0078,team,True
person-0338,person-0098,team,True
person-0338,person-0143,team,True
person-0338,person-0058,team,True
person-0338,person-0377,team,True
person-0338,person-0397,team,True
person-0348,person-0208,team,True
person-0348,person-0213,team,True
person-0348,person-0223,team,True
person-0348,person-0078,team,True
person-0348,person-0098,team,True
person-0348,person-0143,team,True
person-0348,person-0058,team,True
person-0348,person-0377,team,True
person-0348,person-0397,team,True
person-0208,person-0213,team,True
person-0208,person-0223,team,True
person-0208,person-0078,team,True
person-0208,person-0098,team,True
person-0208,person-0143,team,True
person-0208,person-0058,team,True
person-0208,person-0377,team,True
person-0208,person-0397,team,True
person-0213,person-0223,team,True
person-0213,person-0078,team,True
person-0213,person-0098,team,True
person-0213,person-0143,team,True
person-0213,person-0058,team,True
person-0213,person-0377,team,True
person-0213,person-0397,team,True
person-0223,person-0078,team,True
person-0223,person-0098,team,True
person-0223,person-0143,team,True
person-0223,person-0058,team,True
person-0223,person-0377,team,True
person-0223,person-0397,team,True
person-0078,person-0098,team,True
person-0078,person-0143,team,True
person-0078,person-0058,team,True
person-0078,person-0377,team,True
person-0078,person-0397,team,True
person-0098,person-0143,team,True
person-0098,person-0058,team,True
person-0098,person-0377,team,True
person-0098,person-0397,team,True
person-0143,person-0058,team,True
person-0143,person-0377,team,True
person-0143,person-0397,team,True
person-0058,person-0377,team,True
person-0058,person-0397,team,True
person-0377,person-0397,team,True
person-0269,person-0274,team,True
person-0269,person-0284,team,True
person-0269,person-0304,team,True
person-0269,person-0314,team,True
person-0269,person-0334,team,True
person-0269,person-0344,team,True
person-0269,person-0364,team,True
person-0269,person-0169,team,True
person-0269,person-0174,team,True
person-0269,person-0189,team,True
person-0269,person-0194,team,True
person-0269,person-0199,team,True
person-0269,person-0214,team,True
person-0269,person-0234,team,True
person-0269,person-0259,team,True
person-0269,person-0089,team,True
person-0269,person-0129,team,True
person-0269,person-0134,team,True
person-0269,person-0149,team,True
person-0269,person-0039,team,True
person-0269,person-0044,team,True
person-0269,person-0049,team,True
person-0269,person-0064,team,True
person-0269,person-0034,team,True
person-0269,person-0014,team,True
person-0269,person-0373,team,True
person-0269,person-0378,team,True
person-0269,person-0388,team,True
person-0274,person-0284,team,True
person-0274,person-0304,team,True
person-0274,person-0314,team,True
person-0274,person-0334,team,True
person-0274,person-0344,team,True
person-0274,person-0364,team,True
person-0274,person-0169,team,True
person-0274,person-0174,team,True
person-0274,person-0189,team,True
person-0274,person-0194,team,True
person-0274,person-0199,team,True
person-0274,person-0214,team,True
person-0274,person-0234,team,True
person-0274,person-0259,team,True
person-0274,person-0089,team,True
person-0274,person-0129,team,True
person-0274,person-0134,team,True
person-0274,person-0149,team,True
person-0274,person-0039,team,True
person-0274,person-0044,team,True
person-0274,person-0049,team,True
person-0274,person-0064,team,True
person-0274,person-0034,team,True
person-0274,person-0014,team,True
person-0274,person-0373,team,True
person-0274,person-0378,team,True
person-0274,person-0388,team,True
person-0284,person-0304,team,True
person-0284,person-0314,team,True
person-0284,person-0334,team,True
person-0284,person-0344,team,True
person-0284,person-0364,team,True
person-0284,person-0169,team,True
person-0284,person-0174,team,True
person-0284,person-0189,team,True
person-0284,person-0194,team,True
person-0284,person-0199,team,True
person-0284,person-0214,team,True
person-0284,person-0234,team,True
person-0284,person-0259,team,True
person-0284,person-0089,team,True
person-0284,person-0129,team,True
person-0284,person-0134,team,True
person-0284,person-0149,team,True
person-0284,person-0039,team,True
person-0284,person-0044,team,True
person-0284,person-0049,team,True
person-0284,person-0064,team,True
person-0284,person-0034,team,True
person-0284,person-0014,team,True
person-0284,person-0373,team,True
person-0284,person-0378,team,True
person-0284,person-0388,team,True
person-0304,person-0314,team,True
person-0304,person-0334,team,True
person-0304,person-0344,team,True
person-0304,person-0364,team,True
person-0304,person-0169,team,True
person-0304,person-0174,team,True
person-0304,person-0189,team,True
person-0304,person-0194,team,True
person-0304,person-0199,team,True
person-0304,person-0214,team,True
person-0304,person-0234,team,True
person-0304,person-0259,team,True
person-0304,person-0089,team,True
person-0304,person-0129,team,True
person-0304,person-0134,team,True
person-0304,person-0149,team,True
person-0304,person-0039,team,True
person-0304,person-0044,team,True
person-0304,person-0049,team,True
person-0304,person-0064,team,True
person-0304,person-0034,team,True
person-0304,person-0014,team,True
person-0304,person-0373,team,True
person-0304,person-0378,team,True
person-0304,person-0388,team,True
person-0314,person-0334,team,True
person-0314,person-0344,team,True
person-0314,person-0364,team,True
person-0314,person-0169,team,True
person-0314,person-0174,team,True
person-0314,person-0189,team,True
person-0314,person-0194,team,True
person-0314,person-0199,team,True
person-0314,person-0214,team,True
person-0314,person-0234,team,True
person-0314,person-0259,team,True
person-0314,person-0089,team,True
person-0314,person-0129,team,True
person-0314,person-0134,team,True
person-0314,person-0149,team,True
person-0314,person-0039,team,True
person-0314,person-0044,team,True
person-0314,person-0049,team,True
person-0314,person-0064,team,True
person-0314,person-0034,team,True
person-0314,person-0014,team,True
person-0314,person-0373,team,True
person-0314,person-0378,team,True
person-0314,person-0388,team,True
person-0334,person-0344,team,True
person-0334,person-0364,team,True
person-0334,person-0169,team,True
person-0334,person-0174,team,True
person-0334,person-0189,team,True
person-0334,person-0194,team,True
person-0334,person-0199,team,True
person-0334,person-0214,team,True
person-0334,person-0234,team,True
person-0334,person-0259,team,True
person-0334,person-0089,team,True
person-0334,person-0129,team,True
person-0334,person-0134,team,True
person-0334,person-0149,team,True
person-0334,person-0039,team,True
person-0334,person-0044,team,True
person-0334,person-0049,team,True
person-0334,person-0064,team,True
person-0334,person-0034,team,True
person-0334,person-0014,team,True
person-0334,person-0373,team,True
person-0334,person-0378,team,True
person-0334,person-0388,team,True
person-0344,person-0364,team,True
person-0344,person-0169,team,True
person-0344,person-0174,team,True
person-0344,person-0189,team,True
person-0344,person-0194,team,True
person-0344,person-0199,team,True
person-0344,person-0214,team,True
person-0344,person-0234,team,True
person-0344,person-0259,team,True
person-0344,person-0089,team,True
person-0344,person-0129,team,True
person-0344,person-0134,team,True
person-0344,person-0149,team,True
person-0344,person-0039,team,True
person-0344,person-0044,team,True
person-0344,person-0049,team,True
person-0344,person-0064,team,True
person-0344,person-0034,team,True
person-0344,person-0014,team,True
person-0344,person-0373,team,True
person-0344,person-0378,team,True
person-0344,person-0388,team,True
person-0364,person-0169,team,True
person-0364,person-0174,team,True
person-0364,person-0189,team,True
person-0364,person-0194,team,True
person-0364,person-0199,team,True
person-0364,person-0214,team,True
person-0364,person-0234,team,True
person-0364,person-0259,team,True
person-0364,person-0089,team,True
person-0364,person-0129,team,True
person-0364,person-0134,team,True
person-0364,person-0149,team,True
person-0364,person-0039,team,True
person-0364,person-0044,team,True
person-0364,person-0049,team,True
person-0364,person-0064,team,True
person-0364,person-0034,team,True
person-0364,person-0014,team,True
person-0364,person-0373,team,True
person-0364,person-0378,team,True
person-0364,person-0388,team,True
person-0169,person-0174,team,True
person-0169,person-0189,team,True
person-0169,person-0194,team,True
person-0169,person-0199,team,True
person-0169,person-0214,team,True
person-0169,person-0234,team,True
person-0169,person-0259,team,True
person-0169,person-0089,team,True
person-0169,person-0129,team,True
person-0169,person-0134,team,True
person-0169,person-0149,team,True
person-0169,person-0039,team,True
person-0169,person-0044,team,True
person-0169,person-0049,team,True
person-0169,person-0064,team,True
person-0169,person-0034,team,True
person-0169,person-0014,team,True
person-0169,person-0373,team,True
person-0169,person-0378,team,True
person-0169,person-0388,team,True
person-0174,person-0189,team,True
person-0174,person-0194,team,True
person-0174,person-0199,team,True
person-0174,person-0214,team,True
person-0174,person-0234,team,True
person-0174,person-0259,team,True
person-0174,person-0089,team,True
person-0174,person-0129,team,True
person-0174,person-0134,team,True
person-0174,person-0149,team,True
person-0174,person-0039,team,True
person-0174,person-0044,team,True
person-0174,person-0049,team,True
person-0174,person-0064,team,True
person-0174,person-0034,team,True
person-0174,person-0014,team,True
person-0174,person-0373,team,True
person-0174,person-0378,team,True
person-0174,person-0388,team,True
person-0189,person-0194,team,True
person-0189,person-0199,team,True
person-0189,person-0214,team,True
person-0189,person-0234,team,True
person-0189,person-0259,team,True
person-0189,person-0089,team,True
person-0189,person-0129,team,True
person-0189,person-0134,team,True
person-0189,person-0149,team,True
person-0189,person-0039,team,True
person-0189,person-0044,team,True
person-0189,person-0049,team,True
person-0189,person-0064,team,True
person-0189,person-0034,team,True
person-0189,person-0014,team,True
person-0189,person-0373,team,True
person-0189,person-0378,team,True
person-0189,person-0388,team,True
person-0194,person-0199,team,True
person-0194,person-0214,team,True
person-0194,person-0234,team,True
person-0194,person-0259,team,True
person-0194,person-0089,team,True
person-0194,person-0129,team,True
person-0194,person-0134,team,True
person-0194,person-0149,team,True
person-0194,person-0039,team,True
person-0194,person-0044,team,True
person-0194,person-0049,team,True
person-0194,person-0064,team,True
person-0194,person-0034,team,True
person-0194,person-0014,team,True
person-0194,person-0373,team,True
person-0194,person-0378,team,True
person-0194,person-0388,team,True
person-0199,person-0214,team,True
person-0199,person-0234,team,True
person-0199,person-0259,team,True
person-0199,person-0089,team,True
person-0199,person-0129,team,True
person-0199,person-0134,team,True
person-0199,person-0149,team,True
person-0199,person-0039,team,True
person-0199,person-0044,team,True
person-0199,person-0049,team,True
person-0199,person-0064,team,True
person-0199,person-0034,team,True
person-0199,person-0014,team,True
person-0199,person-0373,team,True
person-0199,person-0378,team,True
person-0199,person-0388,team,True
person-0214,person-0234,team,True
person-0214,person-0259,team,True
person-0214,person-0089,team,True
person-0214,person-0129,team,True
person-0214,person-0134,team,True
person-0214,person-0149,team,True
person-0214,person-0039,team,True
person-0214,person-0044,team,True
person-0214,person-0049,team,True
person-0214,person-0064,team,True
person-0214,person-0034,team,True
person-0214,person-0014,team,True
person-0214,person-0373,team,True
person-0214,person-0378,team,True
person-0214,person-0388,team,True
person-0234,person-0259,team,True
person-0234,person-0089,team,True
person-0234,person-0129,team,True
person-0234,person-0134,team,True
person-0234,person-0149,team,True
person-0234,person-0039,team,True
person-0234,person-0044,team,True
person-0234,person-0049,team,True
person-0234,person-0064,team,True
person-0234,person-0034,team,True
person-0234,person-0014,team,True
person-0234,person-0373,team,True
person-0234,person-0378,team,True
person-0234,person-0388,team,True
person-0259,person-0089,team,True
person-0259,person-0129,team,True
person-0259,person-0134,team,True
person-0259,person-0149,team,True
person-0259,person-0039,team,True
person-0259,person-0044,team,True
person-0259,person-0049,team,True
person-0259,person-0064,team,True
person-0259,person-0034,team,True
person-0259,person-0014,team,True
person-0259,person-0373,team,True
person-0259,person-0378,team,True
person-0259,person-0388,team,True
person-0089,person-0129,team,True
person-0089,person-0134,team,True
