from_id,to_id
person-0295,skill-python
person-0296,skill-aws
person-0296,skill-azure
person-0296,skill-terraform
person-0297,skill-sql
person-0297,skill-databricks
person-0298,skill-iam
person-0298,skill-devsecops
person-0299,skill-change
person-0299,skill-ops-model
person-0299,skill-ma
person-0300,skill-cicd
person-0300,skill-typescript
person-0300,skill-python
person-0300,skill-react
person-0301,skill-terraform
person-0301,skill-azure
person-0302,skill-sql
person-0302,skill-spark
person-0302,skill-python
person-0302,skill-dbt
person-0303,skill-iam
person-0303,skill-devsecops
person-0303,skill-soc
person-0303,skill-pentest
person-0304,skill-ma
person-0304,skill-roadmap
person-0304,skill-ops-model
person-0304,skill-change
person-0305,skill-cicd
person-0305,skill-java
person-0306,skill-gcp
person-0306,skill-aws
person-0307,skill-dbt
person-0307,skill-databricks
person-0308,skill-iam
person-0308,skill-devsecops
person-0308,skill-soc
person-0308,skill-pentest
person-0309,skill-ops-model
person-0309,skill-proposal
person-0310,skill-typescript
person-0310,skill-python
person-0310,skill-cicd
person-0310,skill-react
person-0311,skill-azure
person-0311,skill-aws
person-0311,skill-gcp
person-0311,skill-terraform
person-0312,skill-sql
person-0312,skill-spark
person-0312,skill-dbt
person-0312,skill-databricks
person-0313,skill-devsecops
person-0313,skill-soc
person-0313,skill-iam
person-0313,skill-pentest
person-0314,skill-ops-model
person-0314,skill-change
person-0315,skill-python
person-0315,skill-typescript
person-0315,skill-java
person-0316,skill-gcp
person-0316,skill-terraform
person-0317,skill-spark
person-0317,skill-databricks
person-0317,skill-python
person-0318,skill-soc
person-0318,skill-pentest
person-0318,skill-iam
person-0318,skill-devsecops
person-0319,skill-roadmap
person-0319,skill-change
person-0319,skill-ops-model
person-0319,skill-proposal
person-0320,skill-react
person-0320,skill-java
person-0320,skill-typescript
person-0321,skill-aws
person-0321,skill-terraform
person-0322,skill-sql
person-0322,skill-dbt
person-0322,skill-spark
person-0322,skill-databricks
person-0323,skill-devsecops
person-0323,skill-pentest
person-0323,skill-iam
person-0324,skill-proposal
person-0324,skill-roadmap
person-0324,skill-change
person-0324,skill-ma
person-0325,skill-python
person-0325,skill-cicd
person-0325,skill-react
person-0325,skill-java
person-0326,skill-aws
person-0326,skill-k8s
person-0326,skill-terraform
person-0327,skill-databricks
person-0327,skill-spark
person-0327,skill-python
person-0328,skill-soc
person-0328,skill-iam
person-0328,skill-devsecops
person-0329,skill-change
person-0329,skill-proposal
person-0330,skill-python
person-0330,skill-cicd
person-0330,skill-java
person-0331,skill-aws
person-0331,skill-azure
person-0331,skill-terraform
person-0332,skill-dbt
person-0332,skill-python
person-0333,skill-pentest
person-0333,skill-soc
person-0334,skill-roadmap
person-0334,skill-ma
person-0334,skill-ops-model
person-0334,skill-proposal
person-0335,skill-typescript
person-0335,skill-python
person-0335,skill-java
person-0336,skill-k8s
person-0336,skill-gcp
person-0336,skill-azure
person-0337,skill-sql
person-0337,skill-dbt
person-0337,skill-databricks
person-0338,skill-pentest
person-0338,skill-iam
person-0339,skill-ma
person-0339,skill-proposal
person-0339,skill-ops-model
person-0340,skill-cicd
person-0340,skill-java
person-0340,skill-typescript
person-0341,skill-k8s
person-0341,skill-gcp
person-0341,skill-aws
person-0341,skill-terraform
person-0342,skill-python
person-0342,skill-spark
person-0342,skill-sql
person-0342,skill-databricks
person-0343,skill-soc
person-0343,skill-iam
person-0344,skill-proposal
person-0344,skill-roadmap
person-0344,skill-ma
person-0345,skill-python
person-0345,skill-cicd
person-0345,skill-react
person-0346,skill-aws
person-0346,skill-gcp
person-0346,skill-terraform
person-0347,skill-dbt
person-0347,skill-databricks
person-0347,skill-sql
person-0347,skill-python
person-0348,skill-iam
person-0348,skill-devsecops
person-0349,skill-ma
person-0349,skill-roadmap
person-0349,skill-ops-model
person-0349,skill-proposal
person-0350,skill-python
person-0350,skill-cicd
person-0350,skill-java
person-0350,skill-react
person-0351,skill-gcp
person-0351,skill-terraform
person-0351,skill-k8s
person-0351,skill-aws
person-0352,skill-databricks
person-0352,skill-python
person-0352,skill-spark
person-0353,skill-pentest
person-0353,skill-devsecops
person-0353,skill-iam
person-0353,skill-soc
person-0354,skill-change
person-0354,skill-ops-model
person-0354,skill-roadmap
person-0355,skill-python
person-0355,skill-typescript
person-0356,skill-terraform
person-0356,skill-azure
person-0356,skill-gcp
person-0357,skill-databricks
person-0357,skill-python
person-0357,skill-dbt
person-0358,skill-soc
person-0358,skill-devsecops
person-0358,skill-pentest
person-0359,skill-proposal
person-0359,skill-ma
person-0359,skill-ops-model
person-0360,skill-cicd
person-0360,skill-python
person-0360,skill-react
person-0361,skill-gcp
person-0361,skill-aws
person-0362,skill-dbt
person-0362,skill-sql
person-0362,skill-spark
person-0362,skill-databricks
person-0363,skill-soc
person-0363,skill-devsecops
person-0364,skill-ops-model
person-0364,skill-change
person-0364,skill-ma
person-0364,skill-roadmap
person-0365,skill-python
person-0365,skill-java
person-0365,skill-react
person-0366,skill-terraform
person-0366,skill-gcp
person-0366,skill-azure
person-0366,skill-aws
person-0367,skill-spark
person-0367,skill-dbt
person-0367,skill-python
person-0368,skill-iam
person-0368,skill-soc
person-0368,skill-pentest
person-0368,skill-devsecops
person-0369,skill-change
person-0369,skill-proposal
person-0369,skill-roadmap
person-0369,skill-ma
person-0156,skill-k8s
person-0156,skill-azure
person-0156,skill-aws
person-0157,skill-spark
person-0157,skill-databricks
person-0157,skill-sql
person-0157,skill-python
person-0158,skill-soc
person-0158,skill-iam
person-0159,skill-ops-model
person-0159,skill-ma
person-0159,skill-roadmap
person-0159,skill-proposal
person-0160,skill-cicd
person-0160,skill-typescript
person-0160,skill-java
person-0160,skill-python
person-0161,skill-aws
person-0161,skill-terraform
person-0162,skill-dbt
person-0162,skill-sql
person-0162,skill-python
person-0162,skill-databricks
person-0163,skill-devsecops
person-0163,skill-pentest
person-0163,skill-iam
person-0164,skill-ops-model
person-0164,skill-ma
person-0165,skill-react
person-0165,skill-java
person-0165,skill-typescript
person-0165,skill-python
person-0166,skill-k8s
person-0166,skill-terraform
person-0166,skill-gcp
person-0167,skill-spark
person-0167,skill-dbt
person-0168,skill-pentest
person-0168,skill-iam
person-0169,skill-change
person-0169,skill-proposal
person-0169,skill-ops-model
person-0170,skill-java
person-0170,skill-react
person-0170,skill-typescript
person-0170,skill-cicd
person-0171,skill-aws
person-0171,skill-terraform
person-0171,skill-gcp
person-0171,skill-k8s
person-0172,skill-dbt
person-0172,skill-databricks
person-0172,skill-python
person-0173,skill-pentest
person-0173,skill-iam
person-0173,skill-soc
person-0173,skill-devsecops
person-0174,skill-change
person-0174,skill-roadmap
person-0174,skill-ops-model
person-0175,skill-cicd
person-0175,skill-react
person-0175,skill-java
person-0176,skill-gcp
person-0176,skill-aws
person-0176,skill-k8s
person-0177,skill-sql
person-0177,skill-spark
person-0177,skill-python
person-0177,skill-databricks
person-0178,skill-devsecops
person-0178,skill-pentest
person-0178,skill-iam
person-0179,skill-ma
person-0179,skill-ops-model
person-0180,skill-java
person-0180,skill-react
person-0181,skill-terraform
person-0181,skill-azure
person-0181,skill-k8s
person-0182,skill-spark
person-0182,skill-sql
person-0182,skill-databricks
person-0182,skill-dbt
person-0183,skill-iam
person-0183,skill-soc
person-0183,skill-pentest
person-0183,skill-devsecops
person-0184,skill-roadmap
person-0184,skill-ops-model
person-0184,skill-change
person-0185,skill-python
person-0185,skill-typescript
person-0185,skill-react
person-0186,skill-azure
person-0186,skill-terraform
person-0186,skill-gcp
person-0186,skill-k8s
person-0187,skill-sql
person-0187,skill-databricks
person-0187,skill-dbt
person-0187,skill-spark
person-0188,skill-soc
person-0188,skill-pentest
person-0188,skill-iam
person-0188,skill-devsecops
person-0189,skill-ma
person-0189,skill-ops-model
person-0190,skill-python
person-0190,skill-typescript
person-0190,skill-java
person-0190,skill-cicd
person-0191,skill-k8s
person-0191,skill-terraform
person-0191,skill-gcp
person-0192,skill-dbt
person-0192,skill-sql
person-0192,skill-spark
person-0193,skill-pentest
person-0193,skill-soc
person-0193,skill-devsecops
person-0194,skill-proposal
person-0194,skill-change
person-0194,skill-ops-model
person-0194,skill-roadmap
person-0195,skill-java
person-0195,skill-react
person-0195,skill-typescript
person-0195,skill-python
person-0196,skill-terraform
person-0196,skill-gcp
person-0196,skill-azure
person-0196,skill-k8s
person-0197,skill-python
person-0197,skill-dbt
person-0198,skill-iam
person-0198,skill-devsecops
person-0199,skill-roadmap
person-0199,skill-change
person-0199,skill-proposal
person-0199,skill-ops-model
person-0200,skill-cicd
person-0200,skill-react
person-0200,skill-typescript
person-0201,skill-terraform
person-0201,skill-k8s
person-0201,skill-azure
person-0202,skill-spark
person-0202,skill-dbt
person-0203,skill-iam
person-0203,skill-devsecops
person-0203,skill-pentest
person-0203,skill-soc
person-0204,skill-ops-model
person-0204,skill-change
person-0204,skill-proposal
person-0204,skill-ma
person-0205,skill-java
person-0205,skill-react
person-0206,skill-k8s
person-0206,skill-gcp
person-0206,skill-aws
person-0207,skill-python
person-0207,skill-spark
person-0207,skill-databricks
person-0207,skill-sql
person-0208,skill-devsecops
person-0208,skill-pentest
person-0209,skill-change
person-0209,skill-roadmap
person-0209,skill-proposal
person-0210,skill-java
person-0210,skill-react
person-0210,skill-python
person-0211,skill-k8s
person-0211,skill-aws
person-0211,skill-azure
person-0211,skill-terraform
person-0212,skill-dbt
person-0212,skill-databricks
person-0213,skill-soc
person-0213,skill-devsecops
person-0213,skill-iam
person-0213,skill-pentest
person-0214,skill-proposal
person-0214,skill-roadmap
person-0214,skill-ops-model
person-0214,skill-ma
person-0215,skill-react
person-0215,skill-typescript
person-0215,skill-cicd
person-0215,skill-java
person-0216,skill-terraform
person-0216,skill-azure
person-0216,skill-gcp
person-0216,skill-k8s
person-0217,skill-dbt
person-0217,skill-sql
person-0218,skill-pentest
person-0218,skill-iam
person-0218,skill-devsecops
person-0219,skill-change
person-0219,skill-ma
person-0219,skill-proposal
person-0219,skill-roadmap
person-0220,skill-react
person-0220,skill-cicd
person-0220,skill-java
person-0220,skill-python
person-0221,skill-azure
person-0221,skill-gcp
person-0221,skill-terraform
person-0222,skill-python
person-0222,skill-spark
person-0222,skill-dbt
person-0222,skill-databricks
person-0223,skill-iam
person-0223,skill-pentest
person-0223,skill-soc
person-0223,skill-devsecops
person-0224,skill-ops-model
person-0224,skill-change
person-0224,skill-proposal
person-0225,skill-cicd
person-0225,skill-python
person-0225,skill-react
person-0226,skill-gcp
person-0226,skill-terraform
person-0226,skill-k8s
person-0226,skill-aws
person-0227,skill-sql
person-0227,skill-dbt
person-0227,skill-databricks
person-0228,skill-iam
person-0228,skill-pentest
person-0229,skill-ma
person-0229,skill-ops-model
person-0229,skill-change
person-0229,skill-proposal
person-0230,skill-react
person-0230,skill-typescript
person-0230,skill-cicd
person-0230,skill-java
person-0231,skill-k8s
person-0231,skill-aws
person-0232,skill-python
person-0232,skill-dbt
person-0233,skill-soc
person-0233,skill-pentest
person-0234,skill-change
person-0234,skill-ma
person-0234,skill-proposal
person-0234,skill-roadmap
person-0235,skill-python
person-0235,skill-typescript
person-0235,skill-java
person-0236,skill-gcp
person-0236,skill-k8s
person-0236,skill-terraform
person-0236,skill-aws
person-0237,skill-dbt
person-0237,skill-sql
person-0238,skill-soc
person-0238,skill-devsecops
person-0238,skill-pentest
person-0239,skill-roadmap
person-0239,skill-proposal
person-0240,skill-java
person-0240,skill-react
person-0240,skill-typescript
person-0241,skill-terraform
person-0241,skill-k8s
person-0241,skill-azure
person-0242,skill-spark
person-0242,skill-python
person-0242,skill-databricks
person-0242,skill-sql
person-0243,skill-pentest
person-0243,skill-devsecops
person-0244,skill-ma
person-0244,skill-roadmap
person-0244,skill-change
person-0244,skill-ops-model
person-0245,skill-java
person-0245,skill-python
person-0245,skill-cicd
person-0246,skill-azure
person-0246,skill-aws
person-0246,skill-k8s
person-0246,skill-terraform
person-0247,skill-sql
person-0247,skill-spark
person-0248,skill-soc
person-0248,skill-iam
person-0249,skill-roadmap
person-0249,skill-proposal
person-0250,skill-cicd
person-0250,skill-react
person-0250,skill-python
person-0251,skill-terraform
person-0251,skill-azure
person-0251,skill-gcp
person-0251,skill-aws
person-0252,skill-spark
person-0252,skill-dbt
person-0252,skill-python
person-0252,skill-sql
person-0253,skill-iam
person-0253,skill-devsecops
person-0253,skill-soc
person-0254,skill-ma
person-0254,skill-proposal
person-0254,skill-ops-model
person-0254,skill-change
person-0255,skill-python
person-0255,skill-react
person-0255,skill-java
person-0256,skill-gcp
person-0256,skill-aws
person-0256,skill-terraform
person-0257,skill-python
person-0257,skill-sql
person-0257,skill-spark
person-0258,skill-soc
person-0258,skill-iam
person-0258,skill-pentest
person-0258,skill-devsecops
person-0259,skill-roadmap
person-0259,skill-ma
person-0259,skill-proposal
person-0260,skill-java
person-0260,skill-react
person-0260,skill-python
person-0260,skill-cicd
person-0261,skill-azure
person-0261,skill-terraform
person-0261,skill-k8s
person-0262,skill-dbt
person-0262,skill-databricks
person-0263,skill-pentest
person-0263,skill-devsecops
person-0263,skill-soc
person-0263,skill-iam
person-0264,skill-ops-model
person-0264,skill-ma
person-0264,skill-proposal
person-0265,skill-react
person-0265,skill-cicd
person-0076,skill-aws
person-0076,skill-k8s
person-0076,skill-azure
person-0077,skill-databricks
person-0077,skill-python
person-0078,skill-devsecops
person-0078,skill-iam
person-0078,skill-soc
person-0079,skill-roadmap
person-0079,skill-ops-model
person-0079,skill-ma
person-0080,skill-cicd
person-0080,skill-typescript
person-0080,skill-react
person-0081,skill-k8s
person-0081,skill-azure
person-0081,skill-gcp
person-0082,skill-sql
person-0082,skill-spark
person-0083,skill-pentest
person-0083,skill-devsecops
person-0084,skill-roadmap
person-0084,skill-change
person-0085,skill-java
person-0085,skill-cicd
person-0085,skill-python
person-0086,skill-gcp
person-0086,skill-k8s
person-0087,skill-databricks
person-0087,skill-dbt
person-0088,skill-devsecops
person-0088,skill-pentest
person-0088,skill-iam
person-0089,skill-ops-model
person-0089,skill-ma
person-0089,skill-roadmap
person-0089,skill-change
person-0090,skill-cicd
person-0090,skill-react
person-0091,skill-azure
person-0091,skill-aws
person-0091,skill-gcp
person-0091,skill-terraform
person-0092,skill-python
person-0092,skill-dbt
person-0093,skill-devsecops
person-0093,skill-pentest
person-0093,skill-iam
person-0093,skill-soc
person-0094,skill-ma
person-0094,skill-roadmap
person-0094,skill-proposal
person-0095,skill-java
person-0095,skill-cicd
person-0095,skill-typescript
person-0096,skill-terraform
person-0096,skill-aws
person-0096,skill-gcp
person-0097,skill-spark
person-0097,skill-databricks
person-0098,skill-pentest
person-0098,skill-iam
person-0098,skill-soc
person-0098,skill-devsecops
person-0099,skill-proposal
person-0099,skill-ma
person-0099,skill-ops-model
person-0100,skill-cicd
person-0100,skill-python
person-0101,skill-terraform
person-0101,skill-aws
person-0102,skill-spark
person-0102,skill-dbt
person-0102,skill-python
person-0102,skill-databricks
person-0103,skill-pentest
person-0103,skill-devsecops
person-0103,skill-soc
person-0104,skill-ma
person-0104,skill-roadmap
person-0105,skill-cicd
person-0105,skill-react
person-0105,skill-python
person-0106,skill-k8s
person-0106,skill-aws
person-0107,skill-spark
person-0107,skill-python
person-0107,skill-dbt
person-0107,skill-databricks
person-0108,skill-soc
person-0108,skill-pentest
person-0109,skill-ops-model
person-0109,skill-change
person-0109,skill-roadmap
person-0110,skill-typescript
person-0110,skill-python
person-0111,skill-gcp
person-0111,skill-azure
person-0112,skill-databricks
person-0112,skill-python
person-0113,skill-soc
person-0113,skill-iam
person-0113,skill-devsecops
person-0114,skill-proposal
person-0114,skill-ma
person-0115,skill-typescript
person-0115,skill-cicd
person-0115,skill-python
person-0115,skill-java
person-0116,skill-terraform
person-0116,skill-gcp
person-0117,skill-sql
person-0117,skill-dbt
person-0117,skill-databricks
person-0117,skill-python
person-0118,skill-soc
person-0118,skill-pentest
person-0118,skill-devsecops
person-0118,skill-iam
person-0119,skill-proposal
person-0119,skill-roadmap
person-0120,skill-python
person-0120,skill-react
person-0121,skill-k8s
person-0121,skill-aws
person-0122,skill-spark
person-0122,skill-databricks
person-0122,skill-python
person-0122,skill-sql
person-0123,skill-iam
person-0123,skill-devsecops
person-0123,skill-soc
person-0123,skill-pentest
person-0124,skill-ops-model
person-0124,skill-roadmap
person-0125,skill-java
person-0125,skill-cicd
person-0125,skill-python
person-0126,skill-gcp
person-0126,skill-terraform
person-0126,skill-azure
person-0126,skill-k8s
person-0127,skill-dbt
person-0127,skill-databricks
person-0127,skill-spark
person-0127,skill-python
person-0128,skill-iam
person-0128,skill-soc
person-0128,skill-devsecops
person-0129,skill-ops-model
person-0129,skill-ma
person-0130,skill-react
person-0130,skill-java
person-0130,skill-typescript
person-0130,skill-python
person-0131,skill-k8s
person-0131,skill-aws
person-0131,skill-terraform
person-0131,skill-azure
person-0132,skill-python
person-0132,skill-spark
person-0132,skill-databricks
person-0132,skill-dbt
person-0133,skill-iam
person-0133,skill-pentest
person-0133,skill-soc
person-0134,skill-change
person-0134,skill-ops-model
person-0134,skill-roadmap
person-0134,skill-ma
person-0135,skill-react
person-0135,skill-cicd
person-0135,skill-typescript
person-0135,skill-python
person-0136,skill-terraform
person-0136,skill-azure
person-0136,skill-k8s
person-0137,skill-spark
person-0137,skill-databricks
person-0138,skill-pentest
person-0138,skill-iam
person-0138,skill-devsecops
person-0139,skill-roadmap
person-0139,skill-ops-model
person-0139,skill-proposal
person-0139,skill-change
person-0140,skill-react
person-0140,skill-python
person-0141,skill-k8s
person-0141,skill-terraform
person-0141,skill-aws
person-0142,skill-python
person-0142,skill-databricks
person-0142,skill-sql
person-0142,skill-dbt
person-0143,skill-soc
person-0143,skill-iam
person-0144,skill-roadmap
person-0144,skill-ma
person-0145,skill-cicd
person-0145,skill-react
person-0146,skill-terraform
person-0146,skill-k8s
person-0147,skill-dbt
person-0147,skill-spark
person-0147,skill-python
person-0148,skill-soc
person-0148,skill-devsecops
person-0148,skill-iam
person-0149,skill-roadmap
person-0149,skill-ops-model
person-0149,skill-change
person-0150,skill-cicd
person-0150,skill-java
person-0151,skill-azure
person-0151,skill-terraform
person-0152,skill-dbt
person-0152,skill-databricks
person-0152,skill-spark
person-0152,skill-sql
person-0153,skill-pentest
person-0153,skill-devsecops
person-0153,skill-iam
person-0154,skill-proposal
person-0154,skill-ma
person-0155,skill-python
person-0155,skill-cicd
person-0036,skill-azure
person-0036,skill-terraform
person-0037,skill-dbt
person-0037,skill-python
person-0037,skill-spark
person-0038,skill-pentest
person-0038,skill-devsecops
person-0038,skill-iam
person-0038,skill-soc
person-0039,skill-proposal
person-0039,skill-change
person-0039,skill-ma
person-0040,skill-cicd
person-0040,skill-react
person-0040,skill-java
person-0040,skill-typescript
person-0041,skill-k8s
person-0041,skill-azure
person-0041,skill-terraform
person-0042,skill-python
person-0042,skill-spark
person-0043,skill-iam
person-0043,skill-pentest
person-0044,skill-ops-model
person-0044,skill-change
person-0044,skill-roadmap
person-0045,skill-cicd
person-0045,skill-typescript
person-0045,skill-python
person-0045,skill-java
person-0046,skill-azure
person-0046,skill-aws
person-0047,skill-dbt
person-0047,skill-python
person-0048,skill-pentest
person-0048,skill-soc
person-0049,skill-change
person-0049,skill-ops-model
person-0049,skill-ma
person-0049,skill-roadmap
person-0050,skill-java
person-0050,skill-react
person-0050,skill-cicd
person-0050,skill-python
person-0051,skill-azure
person-0051,skill-gcp
person-0052,skill-databricks
person-0052,skill-python
person-0052,skill-dbt
person-0053,skill-pentest
person-0053,skill-soc
person-0053,skill-devsecops
person-0054,skill-ops-model
person-0054,skill-change
person-0054,skill-roadmap
person-0054,skill-ma
person-0055,skill-java
person-0055,skill-python
person-0055,skill-cicd
person-0055,skill-typescript
person-0056,skill-terraform
person-0056,skill-azure
person-0057,skill-spark
person-0057,skill-dbt
person-0057,skill-databricks
person-0058,skill-soc
person-0058,skill-devsecops
person-0059,skill-ma
person-0059,skill-change
person-0059,skill-roadmap
person-0059,skill-ops-model
person-0060,skill-java
person-0060,skill-cicd
person-0060,skill-typescript
person-0061,skill-k8s
person-0061,skill-aws
person-0061,skill-gcp
person-0062,skill-databricks
person-0062,skill-python
person-0062,skill-spark
person-0062,skill-sql
person-0063,skill-pentest
person-0063,skill-soc
person-0064,skill-ops-model
person-0064,skill-ma
person-0064,skill-proposal
person-0065,skill-react
person-0065,skill-typescript
person-0065,skill-python
person-0066,skill-azure
person-0066,skill-gcp
person-0067,skill-dbt
person-0067,skill-python
person-0067,skill-databricks
person-0067,skill-spark
person-0068,skill-soc
person-0068,skill-iam
person-0069,skill-ma
person-0069,skill-ops-model
person-0069,skill-roadmap
person-0069,skill-change
person-0070,skill-java
person-0070,skill-typescript
person-0071,skill-terraform
person-0071,skill-gcp
person-0072,skill-python
person-0072,skill-databricks
person-0072,skill-sql
person-0073,skill-soc
person-0073,skill-pentest
person-0073,skill-iam
person-0073,skill-devsecops
person-0074,skill-ma
person-0074,skill-proposal
person-0074,skill-ops-model
person-0074,skill-change
person-0075,skill-react
person-0075,skill-cicd
person-0075,skill-typescript
person-0016,skill-gcp
person-0016,skill-terraform
person-0016,skill-azure
person-0016,skill-aws
person-0017,skill-spark
person-0017,skill-databricks
person-0017,skill-dbt
person-0018,skill-soc
person-0018,skill-iam
person-0019,skill-proposal
person-0019,skill-roadmap
person-0019,skill-change
person-0020,skill-react
person-0020,skill-java
person-0020,skill-python
person-0021,skill-aws
person-0021,skill-k8s
person-0021,skill-terraform
person-0021,skill-azure
person-0022,skill-sql
person-0022,skill-spark
person-0022,skill-databricks
person-0023,skill-soc
person-0023,skill-pentest
person-0023,skill-devsecops
person-0024,skill-proposal
person-0024,skill-ma
person-0024,skill-ops-model
person-0025,skill-java
person-0025,skill-cicd
person-0025,skill-python
person-0025,skill-typescript
person-0026,skill-gcp
person-0026,skill-aws
person-0027,skill-python
person-0027,skill-sql
person-0027,skill-databricks
person-0028,skill-iam
person-0028,skill-pentest
person-0028,skill-soc
person-0028,skill-devsecops
person-0029,skill-change
person-0029,skill-proposal
person-0030,skill-cicd
person-0030,skill-python
person-0031,skill-terraform
person-0031,skill-k8s
person-0031,skill-azure
person-0032,skill-sql
person-0032,skill-dbt
person-0032,skill-databricks
person-0032,skill-python
person-0033,skill-devsecops
person-0033,skill-soc
person-0033,skill-iam
person-0034,skill-proposal
person-0034,skill-change
person-0034,skill-ma
person-0035,skill-react
person-0035,skill-java
person-0035,skill-cicd
person-0035,skill-python
person-0006,skill-gcp
person-0006,skill-terraform
person-0006,skill-azure
person-0007,skill-sql
person-0007,skill-dbt
person-0008,skill-soc
person-0008,skill-iam
person-0008,skill-devsecops
person-0008,skill-pentest
person-0009,skill-ops-model
person-0009,skill-roadmap
person-0009,skill-proposal
person-0009,skill-change
person-0010,skill-react
person-0010,skill-java
person-0010,skill-python
person-0010,skill-cicd
person-0011,skill-azure
person-0011,skill-terraform
person-0011,skill-gcp
person-0012,skill-sql
person-0012,skill-python
person-0013,skill-pentest
person-0013,skill-devsecops
person-0014,skill-roadmap
person-0014,skill-change
person-0014,skill-ops-model
person-0014,skill-ma
person-0015,skill-java
person-0015,skill-cicd
person-0015,skill-python
person-0015,skill-typescript
person-0001,skill-terraform
person-0001,skill-k8s
person-0001,skill-azure
person-0002,skill-python
person-0002,skill-spark
person-0002,skill-databricks
person-0003,skill-pentest
person-0003,skill-iam
person-0004,skill-change
person-0004,skill-proposal
person-0005,skill-cicd
person-0005,skill-typescript
person-0000,skill-k8s
person-0000,skill-gcp
person-0000,skill-azure
person-0000,skill-terraform
person-0370,skill-gcp
person-0370,skill-terraform
person-0371,skill-spark
person-0371,skill-dbt
person-0372,skill-iam
person-0372,skill-soc
person-0373,skill-proposal
person-0373,skill-ops-model
person-0374,skill-java
person-0374,skill-typescript
person-0375,skill-k8s
person-0375,skill-terraform
person-0376,skill-databricks
person-0376,skill-spark
person-0377,skill-iam
person-0377,skill-soc
person-0378,skill-change
person-0378,skill-roadmap
person-0379,skill-typescript
person-0379,skill-java
person-0380,skill-terraform
person-0380,skill-azure
person-0381,skill-databricks
person-0381,skill-dbt
person-0382,skill-devsecops
person-0382,skill-iam
person-0383,skill-ops-model
person-0383,skill-change
person-0384,skill-react
person-0384,skill-typescript
person-0385,skill-k8s
person-0385,skill-aws
person-0386,skill-dbt
person-0386,skill-sql
person-0387,skill-pentest
person-0387,skill-iam
person-0388,skill-proposal
person-0388,skill-ma
person-0389,skill-python
person-0389,skill-typescript
person-0390,skill-gcp
person-0390,skill-terraform
person-0391,skill-sql
person-0391,skill-databricks
person-0392,skill-devsecops
person-0392,skill-iam
person-0393,skill-roadmap
person-0393,skill-change
person-0394,skill-typescript
person-0394,skill-react
person-0395,skill-terraform
person-0395,skill-gcp
person-0396,skill-python
person-0396,skill-spark
person-0397,skill-iam
person-0397,skill-pentest
person-0398,skill-ma
person-0398,skill-change
person-0399,skill-python
person-0399,skill-typescript
person-0076,skill-unity-catalog
